Trip_ID,start_area,end_area,distance_km,time_of_day,day_of_week,weather_condition,traffic_density_level,road_type,average_speed_kmph
TRIP_02905,Hebbal,RR Nagar,11.6,Night,Weekday,Heatwave,Low,Main Road,49.6
TRIP_02906,Peenya,Whitefield,6.92,Night,Weekend,Rain,Low,Highway,57.5
TRIP_02907,BTM Layout,Koramangala,11.72,Evening Peak,Weekday,Clear,Very High,Inner Road,7.7
TRIP_02908,Bellandur,Hebbal,16.74,Evening Peak,Weekend,Fog,Low,Main Road,33.0
TRIP_02909,RR Nagar,MG Road,20.4,Evening Peak,Weekday,Heatwave,Very High,Main Road,14.0
TRIP_02910,Marathahalli,BTM Layout,13.17,Evening Peak,Weekend,Clear,Medium,Highway,68.6
TRIP_02911,Whitefield,RR Nagar,33.01,Evening Peak,Weekday,Heatwave,High,Highway,33.5
TRIP_02912,MG Road,NIMHANS,7.18,Morning Peak,Weekday,Clear,Very High,Inner Road,7.7
TRIP_02913,HSR Layout,Koramangala,13.23,Afternoon,Weekday,Clear,Medium,Main Road,44.4
TRIP_02914,RR Nagar,Chickpet,20.26,Afternoon,Weekday,Heatwave,High,Highway,35.8
TRIP_02915,KR Puram,Chickpet,6.2,Afternoon,Weekday,Fog,Medium,Main Road,18.8
TRIP_02916,Banashankari,JP Nagar,12.39,Morning Peak,Weekend,Fog,Low,Highway,38.6
TRIP_02917,Bellandur,Yelahanka,13.52,Morning Peak,Weekday,Clear,Very High,Main Road,11.0
TRIP_02918,Bellandur,Kempegowda International Airport,6.9,Afternoon,Weekend,Clear,Low,Main Road,59.1
TRIP_02919,JP Nagar,Koramangala,5.29,Morning Peak,Weekday,Clear,High,Highway,44.8
TRIP_02920,Malleshwaram,KR Puram,9.9,Afternoon,Weekday,Heatwave,High,Main Road,20.9
TRIP_02921,Frazer Town,Koramangala,14.76,Afternoon,Weekday,Clear,Medium,Highway,57.4
TRIP_02922,JP Nagar,Koramangala,5.29,Morning Peak,Weekday,Clear,High,Inner Road,16.3
TRIP_02923,Hebbal,Frazer Town,9.27,Afternoon,Weekend,Clear,Low,Main Road,45.2
TRIP_02924,KR Puram,Kempegowda International Airport,22.57,Evening Peak,Weekday,Fog,High,Main Road,14.9
TRIP_02925,Yelahanka,Marathahalli,17.4,Evening Peak,Weekday,Rain,Very High,Main Road,7.9
TRIP_02926,JP Nagar,Koramangala,5.29,Night,Weekday,Fog,Medium,Main Road,22.4
TRIP_02927,Rajajinagar,RR Nagar,8.97,Morning Peak,Weekday,Clear,Very High,Inner Road,8.2
TRIP_02928,Rajajinagar,Hebbal,3.98,Evening Peak,Weekday,Heatwave,High,Inner Road,14.1
TRIP_02929,NIMHANS,Basavanagudi,2.68,Evening Peak,Weekday,Clear,High,Inner Road,8.1
TRIP_02930,Jayanagar,HSR Layout,4.38,Morning Peak,Weekend,Clear,Medium,Main Road,36.3
TRIP_02931,BTM Layout,Chickpet,7.47,Morning Peak,Weekday,Clear,Very High,Highway,22.8
TRIP_02932,Whitefield,Sadashivanagar,20.73,Afternoon,Weekday,Heatwave,High,Highway,39.8
TRIP_02933,Koramangala,Banashankari,13.62,Afternoon,Weekday,Fog,Low,Inner Road,13.7
TRIP_02934,Frazer Town,Rajajinagar,9.41,Evening Peak,Weekend,Fog,Medium,Inner Road,14.1
TRIP_02935,BTM Layout,MG Road,7.89,Morning Peak,Weekday,Heatwave,Low,Inner Road,36.8
TRIP_02936,Frazer Town,Banashankari,7.88,Evening Peak,Weekday,Rain,Very High,Main Road,10.1
TRIP_02937,HSR Layout,JP Nagar,17.69,Morning Peak,Weekday,Fog,Very High,Highway,10.5
TRIP_02938,Hebbal,BTM Layout,17.1,Afternoon,Weekend,Heatwave,Low,Highway,86.5
TRIP_02939,Marathahalli,Kempegowda International Airport,11.0,Afternoon,Weekday,Heatwave,High,Highway,37.5
TRIP_02940,Electronic City,Chickpet,11.5,Afternoon,Weekday,Rain,Medium,Highway,36.2
TRIP_02941,Basavanagudi,Bellandur,9.65,Evening Peak,Weekday,Clear,High,Main Road,28.9
TRIP_02942,Kempegowda International Airport,Koramangala,9.81,Afternoon,Weekend,Clear,High,Main Road,26.1
TRIP_02943,Rajajinagar,MG Road,11.52,Morning Peak,Weekday,Clear,Medium,Inner Road,17.4
TRIP_02944,Banashankari,Yelahanka,24.67,Evening Peak,Weekend,Clear,High,Highway,42.2
TRIP_02945,Jayanagar,Marathahalli,15.88,Night,Weekday,Rain,Low,Main Road,35.8
TRIP_02946,Yelahanka,Basavanagudi,18.84,Morning Peak,Weekday,Rain,Very High,Highway,11.8
TRIP_02947,Banashankari,RR Nagar,25.98,Afternoon,Weekday,Heatwave,Medium,Highway,64.0
TRIP_02948,RR Nagar,Indiranagar,28.43,Morning Peak,Weekday,Clear,High,Highway,40.5
TRIP_02949,Rajajinagar,Kempegowda International Airport,16.75,Morning Peak,Weekday,Clear,High,Highway,41.2
TRIP_02950,Yelahanka,Electronic City,20.8,Morning Peak,Weekday,Clear,Medium,Highway,44.5
TRIP_02951,RR Nagar,MG Road,20.4,Night,Weekday,Clear,Low,Highway,81.4
TRIP_02952,Sadashivanagar,Basavanagudi,16.71,Afternoon,Weekday,Clear,Medium,Main Road,30.7
TRIP_02953,Yelahanka,Bellandur,13.52,Morning Peak,Weekday,Heatwave,Very High,Highway,18.0
TRIP_02954,Koramangala,Kempegowda International Airport,9.81,Afternoon,Weekend,Clear,Low,Main Road,44.7
TRIP_02955,Malleshwaram,KR Puram,9.9,Night,Weekday,Rain,Medium,Main Road,20.6
TRIP_02956,Malleshwaram,JP Nagar,14.25,Evening Peak,Weekday,Clear,High,Highway,43.2
TRIP_02957,Hebbal,Kempegowda International Airport,12.83,Evening Peak,Weekday,Clear,High,Inner Road,17.8
TRIP_02958,Yelahanka,Indiranagar,19.04,Evening Peak,Weekday,Rain,Very High,Main Road,9.2
TRIP_02959,KR Puram,Bellandur,21.4,Afternoon,Weekday,Clear,Medium,Highway,50.9
TRIP_02960,JP Nagar,Chickpet,12.95,Evening Peak,Weekday,Clear,Medium,Main Road,30.2
TRIP_02961,Peenya,Yelahanka,23.01,Morning Peak,Weekend,Clear,High,Highway,33.4
TRIP_02962,Malleshwaram,Basavanagudi,10.19,Morning Peak,Weekday,Clear,Medium,Highway,52.1
TRIP_02963,Basavanagudi,Banashankari,9.58,Evening Peak,Weekend,Heatwave,High,Inner Road,12.3
TRIP_02964,Peenya,KR Puram,15.92,Evening Peak,Weekday,Fog,Medium,Main Road,17.7
TRIP_02965,Kempegowda International Airport,Chickpet,16.54,Morning Peak,Weekday,Clear,High,Highway,35.5
TRIP_02966,Rajajinagar,BTM Layout,18.76,Evening Peak,Weekday,Clear,High,Main Road,21.9
TRIP_02967,Rajajinagar,Chickpet,11.29,Evening Peak,Weekday,Clear,High,Main Road,20.8
TRIP_02968,RR Nagar,Frazer Town,18.15,Morning Peak,Weekday,Clear,High,Highway,36.8
TRIP_02969,Basavanagudi,Malleshwaram,10.19,Morning Peak,Weekday,Clear,Medium,Main Road,38.4
TRIP_02970,Peenya,JP Nagar,1.94,Evening Peak,Weekday,Rain,High,Highway,29.4
TRIP_02971,Indiranagar,Marathahalli,3.66,Evening Peak,Weekday,Clear,High,Inner Road,15.2
TRIP_02972,Marathahalli,Jayanagar,15.88,Evening Peak,Weekday,Clear,High,Main Road,21.6
TRIP_02973,Hebbal,Indiranagar,16.84,Evening Peak,Weekday,Clear,Very High,Highway,18.9
TRIP_02974,Indiranagar,KR Puram,15.04,Afternoon,Weekday,Fog,High,Main Road,12.8
TRIP_02975,Banashankari,Kempegowda International Airport,21.04,Evening Peak,Weekday,Heatwave,Very High,Highway,18.6
TRIP_02976,Chickpet,BTM Layout,7.47,Evening Peak,Weekday,Fog,Low,Inner Road,16.5
TRIP_02977,KR Puram,Hebbal,15.41,Morning Peak,Weekday,Fog,High,Main Road,15.9
TRIP_02978,NIMHANS,Kempegowda International Airport,10.81,Morning Peak,Weekday,Clear,High,Highway,35.3
TRIP_02979,Koramangala,Basavanagudi,4.29,Morning Peak,Weekday,Heatwave,High,Inner Road,14.3
TRIP_02980,Yelahanka,Banashankari,24.67,Morning Peak,Weekend,Rain,Medium,Highway,34.3
TRIP_02981,BTM Layout,Jayanagar,20.24,Evening Peak,Weekday,Clear,High,Main Road,27.1
TRIP_02982,Peenya,MG Road,12.39,Evening Peak,Weekday,Fog,Very High,Main Road,5.9
TRIP_02983,Yelahanka,Indiranagar,19.04,Night,Weekday,Fog,Low,Main Road,21.8
TRIP_02984,Sadashivanagar,MG Road,9.58,Morning Peak,Weekday,Clear,High,Main Road,21.0
TRIP_02985,Sadashivanagar,MG Road,9.58,Evening Peak,Weekday,Clear,High,Inner Road,13.1
TRIP_02986,Banashankari,Kempegowda International Airport,21.04,Evening Peak,Weekday,Clear,Medium,Main Road,41.5
TRIP_02987,Banashankari,Jayanagar,20.09,Morning Peak,Weekend,Fog,High,Highway,21.2
TRIP_02988,Peenya,Bellandur,11.21,Morning Peak,Weekday,Clear,Very High,Main Road,12.8
TRIP_02989,Koramangala,NIMHANS,2.2,Afternoon,Weekday,Clear,Medium,Main Road,35.0
TRIP_02990,Jayanagar,Whitefield,23.96,Evening Peak,Weekend,Fog,Medium,Highway,33.2
TRIP_02991,Frazer Town,Chickpet,3.35,Afternoon,Weekday,Clear,High,Inner Road,16.0
TRIP_02992,Electronic City,Peenya,2.67,Afternoon,Weekday,Heatwave,High,Inner Road,11.4
TRIP_02993,Banashankari,Basavanagudi,9.58,Evening Peak,Weekend,Clear,Medium,Inner Road,25.4
TRIP_02994,Rajajinagar,Jayanagar,10.13,Morning Peak,Weekday,Clear,Very High,Main Road,10.6
TRIP_02995,MG Road,JP Nagar,11.2,Afternoon,Weekday,Fog,Medium,Highway,31.9
TRIP_02996,NIMHANS,MG Road,7.18,Morning Peak,Weekday,Clear,High,Highway,34.2
TRIP_02997,NIMHANS,Electronic City,4.68,Evening Peak,Weekday,Heatwave,High,Main Road,24.7
TRIP_02998,KR Puram,Kempegowda International Airport,22.57,Evening Peak,Weekday,Heatwave,Very High,Highway,14.7
TRIP_02999,Basavanagudi,Malleshwaram,10.19,Morning Peak,Weekday,Clear,Very High,Highway,16.9
TRIP_03000,Rajajinagar,KR Puram,15.65,Afternoon,Weekend,Clear,Low,Main Road,55.8
TRIP_03001,Whitefield,Yelahanka,27.45,Evening Peak,Weekend,Clear,Low,Highway,89.4
TRIP_03002,Frazer Town,Yelahanka,20.04,Evening Peak,Weekday,Clear,Very High,Inner Road,8.3
TRIP_03003,HSR Layout,Koramangala,13.23,Evening Peak,Weekday,Clear,Very High,Highway,14.9
TRIP_03004,RR Nagar,Kempegowda International Airport,21.91,Morning Peak,Weekday,Rain,High,Inner Road,7.9
TRIP_03005,JP Nagar,Frazer Town,16.3,Morning Peak,Weekday,Rain,Very High,Highway,11.5
TRIP_03006,Hebbal,KR Puram,15.41,Morning Peak,Weekend,Heatwave,Very High,Main Road,12.1
TRIP_03007,Peenya,Koramangala,7.23,Afternoon,Weekday,Clear,High,Main Road,20.6
TRIP_03008,Chickpet,KR Puram,6.2,Evening Peak,Weekday,Rain,High,Main Road,18.8
TRIP_03009,Bellandur,BTM Layout,17.08,Afternoon,Weekday,Clear,High,Main Road,21.5
TRIP_03010,JP Nagar,KR Puram,15.71,Morning Peak,Weekday,Fog,High,Main Road,13.7
TRIP_03011,Peenya,Banashankari,12.45,Evening Peak,Weekend,Heatwave,High,Main Road,20.9
TRIP_03012,Whitefield,KR Puram,12.02,Evening Peak,Weekday,Clear,Very High,Main Road,10.6
TRIP_03013,HSR Layout,NIMHANS,12.31,Evening Peak,Weekday,Rain,Very High,Inner Road,6.3
TRIP_03014,Rajajinagar,HSR Layout,6.43,Afternoon,Weekday,Clear,Very High,Inner Road,8.6
TRIP_03015,HSR Layout,NIMHANS,12.31,Night,Weekday,Clear,Low,Main Road,54.8
TRIP_03016,Sadashivanagar,Peenya,21.87,Evening Peak,Weekday,Rain,Very High,Highway,11.2
TRIP_03017,BTM Layout,Bellandur,17.08,Afternoon,Weekday,Heatwave,Medium,Highway,55.0
TRIP_03018,Electronic City,RR Nagar,29.42,Morning Peak,Weekday,Rain,Very High,Highway,12.1
TRIP_03019,JP Nagar,Jayanagar,18.68,Afternoon,Weekday,Clear,High,Main Road,24.4
TRIP_03020,Kempegowda International Airport,Rajajinagar,16.75,Afternoon,Weekday,Rain,High,Main Road,13.1
TRIP_03021,Banashankari,RR Nagar,25.98,Evening Peak,Weekday,Rain,Medium,Highway,35.1
TRIP_03022,Bellandur,Marathahalli,4.88,Morning Peak,Weekend,Clear,Very High,Inner Road,7.8
TRIP_03023,Peenya,Hebbal,20.5,Evening Peak,Weekday,Heatwave,Medium,Main Road,43.9
TRIP_03024,Frazer Town,Rajajinagar,9.41,Evening Peak,Weekday,Clear,Very High,Highway,16.3
TRIP_03025,Yelahanka,Sadashivanagar,19.78,Night,Weekday,Clear,Low,Main Road,57.2
TRIP_03026,Peenya,NIMHANS,7.2,Morning Peak,Weekday,Fog,Very High,Main Road,7.3
TRIP_03027,Peenya,Yelahanka,23.01,Morning Peak,Weekend,Heatwave,Medium,Inner Road,13.4
TRIP_03028,Rajajinagar,Malleshwaram,8.11,Afternoon,Weekday,Clear,Medium,Main Road,30.9
TRIP_03029,Chickpet,Malleshwaram,3.94,Evening Peak,Weekday,Clear,High,Inner Road,12.7
TRIP_03030,Kempegowda International Airport,RR Nagar,21.91,Morning Peak,Weekend,Fog,Low,Highway,39.3
TRIP_03031,MG Road,JP Nagar,11.2,Morning Peak,Weekday,Clear,High,Highway,31.1
TRIP_03032,BTM Layout,RR Nagar,27.72,Evening Peak,Weekday,Clear,Very High,Highway,19.4
TRIP_03033,Basavanagudi,Koramangala,4.29,Morning Peak,Weekday,Fog,Very High,Main Road,5.7
TRIP_03034,Basavanagudi,Kempegowda International Airport,13.5,Afternoon,Weekday,Fog,Very High,Highway,9.4
TRIP_03035,KR Puram,Frazer Town,6.29,Afternoon,Weekday,Heatwave,Very High,Inner Road,8.3
TRIP_03036,Peenya,RR Nagar,32.09,Morning Peak,Weekday,Rain,Very High,Highway,11.6
TRIP_03037,Yelahanka,Hebbal,11.86,Night,Weekend,Heatwave,Medium,Main Road,25.6
TRIP_03038,HSR Layout,Marathahalli,15.91,Evening Peak,Weekday,Clear,Very High,Main Road,12.0
TRIP_03039,KR Puram,Malleshwaram,9.9,Evening Peak,Weekday,Clear,High,Main Road,24.3
TRIP_03040,Hebbal,Malleshwaram,6.08,Morning Peak,Weekend,Clear,Low,Inner Road,19.8
TRIP_03041,Peenya,Basavanagudi,5.46,Afternoon,Weekday,Fog,High,Main Road,10.6
TRIP_03042,NIMHANS,Kempegowda International Airport,10.81,Evening Peak,Weekday,Clear,High,Highway,39.1
TRIP_03043,Frazer Town,Rajajinagar,9.41,Night,Weekday,Clear,Medium,Main Road,26.7
TRIP_03044,Marathahalli,Yelahanka,17.4,Morning Peak,Weekend,Clear,Very High,Highway,14.8
TRIP_03045,MG Road,Yelahanka,17.23,Afternoon,Weekday,Clear,Medium,Main Road,33.8
TRIP_03046,KR Puram,Malleshwaram,9.9,Evening Peak,Weekday,Clear,Very High,Inner Road,8.2
TRIP_03047,Hebbal,Malleshwaram,6.08,Night,Weekend,Rain,Low,Main Road,30.9
TRIP_03048,Yelahanka,MG Road,17.23,Morning Peak,Weekday,Clear,Very High,Main Road,12.8
TRIP_03049,Jayanagar,Chickpet,14.33,Morning Peak,Weekday,Rain,High,Main Road,13.2
TRIP_03050,Peenya,Frazer Town,17.22,Afternoon,Weekday,Clear,Medium,Highway,63.5
TRIP_03051,Sadashivanagar,JP Nagar,20.77,Evening Peak,Weekday,Clear,High,Highway,32.1
TRIP_03052,KR Puram,Koramangala,16.26,Evening Peak,Weekend,Rain,High,Highway,30.8
TRIP_03053,Indiranagar,Kempegowda International Airport,13.13,Afternoon,Weekday,Clear,Medium,Highway,56.6
TRIP_03054,BTM Layout,Chickpet,7.47,Evening Peak,Weekday,Fog,High,Main Road,11.7
TRIP_03055,Kempegowda International Airport,Frazer Town,18.43,Afternoon,Weekend,Clear,High,Inner Road,15.4
TRIP_03056,Indiranagar,Jayanagar,16.54,Evening Peak,Weekday,Heatwave,Very High,Main Road,12.9
TRIP_03057,Electronic City,Rajajinagar,20.88,Evening Peak,Weekday,Rain,High,Highway,27.8
TRIP_03058,NIMHANS,Peenya,7.2,Evening Peak,Weekday,Heatwave,Medium,Highway,58.9
TRIP_03059,Malleshwaram,Sadashivanagar,7.02,Evening Peak,Weekday,Heatwave,High,Inner Road,7.7
TRIP_03060,Yelahanka,Rajajinagar,15.04,Evening Peak,Weekday,Clear,Very High,Main Road,13.8
TRIP_03061,KR Puram,Marathahalli,18.39,Night,Weekday,Clear,Low,Main Road,48.5
TRIP_03062,Indiranagar,Bellandur,8.11,Afternoon,Weekday,Fog,High,Main Road,13.8
TRIP_03063,NIMHANS,HSR Layout,12.31,Evening Peak,Weekday,Heatwave,High,Highway,39.8
TRIP_03064,Electronic City,Banashankari,10.93,Afternoon,Weekend,Clear,Low,Highway,60.6
TRIP_03065,RR Nagar,Banashankari,25.98,Afternoon,Weekday,Clear,High,Highway,40.9
TRIP_03066,Sadashivanagar,Electronic City,19.38,Evening Peak,Weekday,Rain,Very High,Inner Road,5.8
TRIP_03067,Electronic City,HSR Layout,16.77,Afternoon,Weekday,Clear,High,Main Road,17.2
TRIP_03068,Kempegowda International Airport,Chickpet,16.54,Afternoon,Weekend,Clear,Medium,Main Road,34.1
TRIP_03069,Malleshwaram,Jayanagar,10.56,Morning Peak,Weekday,Clear,Low,Main Road,57.6
TRIP_03070,RR Nagar,Malleshwaram,16.99,Morning Peak,Weekday,Clear,Low,Inner Road,36.0
TRIP_03071,Bellandur,Electronic City,9.97,Evening Peak,Weekday,Rain,Very High,Main Road,8.2
TRIP_03072,Yelahanka,Hebbal,11.86,Evening Peak,Weekday,Rain,Very High,Inner Road,5.2
TRIP_03073,Basavanagudi,Hebbal,15.06,Evening Peak,Weekday,Clear,High,Main Road,29.4
TRIP_03074,Malleshwaram,Banashankari,10.02,Morning Peak,Weekday,Clear,High,Main Road,27.3
TRIP_03075,Yelahanka,Indiranagar,19.04,Evening Peak,Weekday,Clear,High,Highway,35.4
TRIP_03076,Banashankari,JP Nagar,12.39,Afternoon,Weekday,Clear,Medium,Main Road,34.7
TRIP_03077,Jayanagar,Banashankari,20.09,Night,Weekday,Heatwave,Low,Highway,84.4
TRIP_03078,Indiranagar,Chickpet,11.55,Morning Peak,Weekday,Clear,High,Main Road,19.5
TRIP_03079,Malleshwaram,Rajajinagar,8.11,Morning Peak,Weekday,Rain,High,Main Road,14.5
TRIP_03080,Frazer Town,Bellandur,19.08,Evening Peak,Weekday,Clear,High,Highway,33.5
TRIP_03081,MG Road,Bellandur,13.75,Morning Peak,Weekend,Clear,High,Inner Road,15.8
TRIP_03082,JP Nagar,Frazer Town,16.3,Evening Peak,Weekday,Fog,Very High,Highway,9.8
TRIP_03083,Whitefield,Electronic City,7.47,Morning Peak,Weekday,Fog,High,Main Road,13.0
TRIP_03084,Banashankari,Malleshwaram,10.02,Morning Peak,Weekday,Rain,High,Highway,24.0
TRIP_03085,Marathahalli,HSR Layout,15.91,Morning Peak,Weekday,Clear,Very High,Main Road,15.3
TRIP_03086,Frazer Town,Kempegowda International Airport,18.43,Morning Peak,Weekday,Clear,High,Highway,32.6
TRIP_03087,Kempegowda International Airport,Marathahalli,11.0,Afternoon,Weekday,Clear,High,Main Road,21.8
TRIP_03088,Frazer Town,Basavanagudi,12.32,Night,Weekday,Clear,Low,Highway,66.4
TRIP_03089,Jayanagar,MG Road,12.63,Evening Peak,Weekday,Clear,Very High,Main Road,14.7
TRIP_03090,Frazer Town,Indiranagar,14.87,Night,Weekend,Fog,Low,Highway,49.1
TRIP_03091,Rajajinagar,HSR Layout,6.43,Afternoon,Weekday,Clear,High,Main Road,24.5
TRIP_03092,Peenya,Hebbal,20.5,Evening Peak,Weekday,Clear,High,Main Road,29.2
TRIP_03093,Basavanagudi,Peenya,5.46,Morning Peak,Weekday,Clear,Medium,Inner Road,23.1
TRIP_03094,Frazer Town,Malleshwaram,4.62,Morning Peak,Weekday,Clear,High,Main Road,25.0
TRIP_03095,Kempegowda International Airport,MG Road,14.14,Afternoon,Weekend,Clear,Very High,Highway,20.0
TRIP_03096,Hebbal,Bellandur,16.74,Evening Peak,Weekend,Rain,High,Highway,30.0
TRIP_03097,Sadashivanagar,Peenya,21.87,Evening Peak,Weekday,Clear,Very High,Inner Road,7.9
TRIP_03098,Banashankari,Hebbal,16.03,Evening Peak,Weekend,Clear,Medium,Main Road,30.8
TRIP_03099,Marathahalli,Peenya,6.33,Evening Peak,Weekday,Clear,Very High,Main Road,12.2
TRIP_03100,Banashankari,JP Nagar,12.39,Afternoon,Weekday,Clear,High,Inner Road,10.5
TRIP_03101,KR Puram,Bellandur,21.4,Evening Peak,Weekday,Clear,Very High,Highway,17.7
TRIP_03102,NIMHANS,Yelahanka,16.25,Morning Peak,Weekend,Clear,Low,Main Road,48.4
TRIP_03103,Marathahalli,Electronic City,5.32,Morning Peak,Weekday,Clear,Very High,Main Road,13.9
TRIP_03104,Malleshwaram,Electronic City,12.97,Afternoon,Weekday,Clear,Medium,Main Road,27.1
TRIP_03105,MG Road,Hebbal,9.3,Evening Peak,Weekday,Clear,High,Inner Road,10.3
TRIP_03106,NIMHANS,Yelahanka,16.25,Afternoon,Weekday,Rain,Low,Main Road,27.2
TRIP_03107,Electronic City,RR Nagar,29.42,Morning Peak,Weekday,Clear,High,Highway,31.8
TRIP_03108,Indiranagar,Koramangala,3.32,Evening Peak,Weekday,Fog,High,Main Road,9.8
TRIP_03109,Hebbal,JP Nagar,18.89,Evening Peak,Weekday,Clear,Very High,Highway,21.6
TRIP_03110,Banashankari,Peenya,12.45,Evening Peak,Weekday,Clear,Very High,Inner Road,8.0
TRIP_03111,Marathahalli,Indiranagar,3.66,Evening Peak,Weekend,Clear,Very High,Inner Road,9.5
TRIP_03112,Marathahalli,Sadashivanagar,21.24,Morning Peak,Weekend,Rain,Medium,Highway,44.4
TRIP_03113,Malleshwaram,Whitefield,16.06,Morning Peak,Weekday,Clear,High,Main Road,24.5
TRIP_03114,Basavanagudi,Hebbal,15.06,Evening Peak,Weekend,Clear,High,Highway,30.2
TRIP_03115,Frazer Town,Indiranagar,14.87,Evening Peak,Weekend,Heatwave,Medium,Main Road,40.4
TRIP_03116,Rajajinagar,Marathahalli,21.25,Morning Peak,Weekday,Clear,Very High,Highway,19.3
TRIP_03117,Electronic City,Chickpet,11.5,Night,Weekend,Clear,Low,Highway,83.6
TRIP_03118,Sadashivanagar,MG Road,9.58,Night,Weekend,Clear,Medium,Main Road,30.2
TRIP_03119,Hebbal,Kempegowda International Airport,12.83,Evening Peak,Weekday,Rain,Very High,Main Road,7.7
TRIP_03120,Frazer Town,Indiranagar,14.87,Morning Peak,Weekday,Heatwave,High,Main Road,27.6
TRIP_03121,BTM Layout,MG Road,7.89,Afternoon,Weekday,Heatwave,Low,Highway,70.2
TRIP_03122,Banashankari,Kempegowda International Airport,21.04,Evening Peak,Weekday,Rain,Medium,Highway,39.5
TRIP_03123,Whitefield,BTM Layout,5.74,Night,Weekday,Rain,Medium,Main Road,21.8
TRIP_03124,JP Nagar,HSR Layout,17.69,Evening Peak,Weekday,Heatwave,Very High,Main Road,12.1
TRIP_03125,Electronic City,Basavanagudi,2.8,Afternoon,Weekday,Clear,High,Main Road,19.3
TRIP_03126,Jayanagar,Bellandur,13.24,Morning Peak,Weekday,Clear,Very High,Main Road,14.8
TRIP_03127,Marathahalli,Malleshwaram,14.26,Evening Peak,Weekday,Rain,Medium,Highway,41.6
TRIP_03128,Kempegowda International Airport,Hebbal,12.83,Morning Peak,Weekday,Rain,Very High,Inner Road,5.0
TRIP_03129,MG Road,HSR Layout,9.35,Morning Peak,Weekday,Clear,Very High,Main Road,9.3
TRIP_03130,Bellandur,Jayanagar,13.24,Evening Peak,Weekend,Fog,Low,Inner Road,17.5
TRIP_03131,Basavanagudi,Marathahalli,5.89,Morning Peak,Weekday,Clear,Medium,Inner Road,29.3
TRIP_03132,BTM Layout,NIMHANS,9.79,Night,Weekend,Rain,High,Main Road,16.9
TRIP_03133,Banashankari,Basavanagudi,9.58,Evening Peak,Weekday,Rain,High,Main Road,18.6
TRIP_03134,Whitefield,Jayanagar,23.96,Night,Weekday,Clear,Medium,Highway,53.4
TRIP_03135,KR Puram,Peenya,15.92,Evening Peak,Weekday,Rain,High,Main Road,17.2
TRIP_03136,Koramangala,Sadashivanagar,18.43,Evening Peak,Weekday,Clear,Very High,Highway,18.8
TRIP_03137,Koramangala,HSR Layout,13.23,Morning Peak,Weekday,Clear,Very High,Main Road,12.3
TRIP_03138,Koramangala,Malleshwaram,11.44,Afternoon,Weekday,Clear,High,Highway,31.7
TRIP_03139,NIMHANS,HSR Layout,12.31,Evening Peak,Weekday,Clear,High,Highway,36.6
TRIP_03140,Marathahalli,Indiranagar,3.66,Afternoon,Weekday,Clear,High,Inner Road,13.3
TRIP_03141,Yelahanka,Jayanagar,5.26,Evening Peak,Weekday,Heatwave,Low,Inner Road,27.8
TRIP_03142,Kempegowda International Airport,Peenya,16.94,Morning Peak,Weekday,Clear,Medium,Highway,58.5
TRIP_03143,HSR Layout,KR Puram,16.5,Morning Peak,Weekday,Clear,High,Highway,45.0
TRIP_03144,RR Nagar,Rajajinagar,8.97,Night,Weekday,Clear,Low,Main Road,41.0
TRIP_03145,Koramangala,Kempegowda International Airport,9.81,Evening Peak,Weekday,Clear,Very High,Main Road,9.2
TRIP_03146,Rajajinagar,Whitefield,24.06,Morning Peak,Weekend,Rain,Medium,Highway,33.7
TRIP_03147,Rajajinagar,Kempegowda International Airport,16.75,Night,Weekday,Clear,Medium,Main Road,38.7
TRIP_03148,Kempegowda International Airport,JP Nagar,15.01,Afternoon,Weekday,Rain,High,Main Road,12.8
TRIP_03149,Banashankari,Marathahalli,15.46,Afternoon,Weekend,Heatwave,Low,Main Road,53.7
TRIP_03150,Hebbal,Electronic City,17.83,Evening Peak,Weekend,Clear,Very High,Main Road,12.9
TRIP_03151,Indiranagar,Kempegowda International Airport,13.13,Afternoon,Weekday,Clear,Medium,Main Road,32.1
TRIP_03152,BTM Layout,Marathahalli,13.17,Morning Peak,Weekend,Clear,High,Main Road,24.9
TRIP_03153,Chickpet,Electronic City,11.5,Evening Peak,Weekday,Clear,Medium,Main Road,32.9
TRIP_03154,JP Nagar,BTM Layout,9.67,Afternoon,Weekday,Clear,Very High,Main Road,12.3
TRIP_03155,Bellandur,Sadashivanagar,22.01,Afternoon,Weekday,Heatwave,High,Main Road,25.2
TRIP_03156,Frazer Town,Peenya,17.22,Evening Peak,Weekday,Clear,Very High,Main Road,11.4
TRIP_03157,MG Road,Jayanagar,12.63,Afternoon,Weekend,Rain,Medium,Highway,34.0
TRIP_03158,Whitefield,Basavanagudi,8.66,Morning Peak,Weekday,Clear,Medium,Inner Road,11.3
TRIP_03159,Marathahalli,Frazer Town,17.43,Morning Peak,Weekday,Clear,High,Main Road,19.4
TRIP_03160,Electronic City,MG Road,9.83,Morning Peak,Weekday,Rain,High,Main Road,14.9
TRIP_03161,Whitefield,Malleshwaram,16.06,Afternoon,Weekday,Clear,Low,Main Road,55.0
TRIP_03162,Marathahalli,Whitefield,12.72,Afternoon,Weekend,Rain,Very High,Highway,10.6
TRIP_03163,JP Nagar,Kempegowda International Airport,15.01,Evening Peak,Weekday,Clear,High,Highway,41.1
TRIP_03164,Koramangala,Banashankari,13.62,Morning Peak,Weekday,Heatwave,Medium,Inner Road,26.0
